Barangay,House Type,Lot Area (sqm),Floor Area (sqm),Number of Floors,Bedroom,Bathroom,Garage,Year Built,Price (PHP),Price Growth Rate,Market Price,Market Price Growth Rate
San Isidro (Poblacion),Single-Family Home,326,166,1,3,1,0,2021,4651908.69,5.15,13955726.07,200.00%
Dalig,Townhouse,392,152,1,5,3,2,2017,3677313.17,2.17,11031939.51,200.00%
San Juan,Townhouse,278,99,3,3,2,3,2022,3310405.3,2.65,9931215.9,200.00%
Muntindilaw,Single-Family Home,153,230,1,2,1,0,2013,4362251.6,2.38,13086754.8,200.00%
Muntindilaw,Townhouse,253,125,2,2,3,3,2018,6635385.26,2.7,19906155.78,200.00%
San Juan,Townhouse,169,271,2,3,3,2,2018,3209649.31,3.78,9628947.93,200.00%
Mambugan,Duplex,324,190,3,4,4,0,2018,8482474.6,5.97,25447423.8,200.00%
San Isidro (Poblacion),Single-Family Home,258,235,1,4,3,1,2022,7974658.88,3.49,23923976.64,200.00%
San Roque (Poblacion),Townhouse,309,96,3,3,4,2,2013,2181662.51,5.56,6544987.53,200.00%
San Luis,Single-Family Home,348,248,3,3,3,0,2020,2271979.23,3.2,6815937.69,200.00%
San Jose (Poblacion),Single-Family Home,320,143,3,2,2,3,2020,8268141.1,3.25,24804423.3,200.00%
Calawis,Bungalow,396,165,1,2,1,0,2021,7885665.21,2.82,23656995.63,200.00%
Mayamot,Townhouse,356,93,2,6,2,0,2016,8073666.81,2.07,24221000.43,200.00%
Dela Paz (Poblacion),Bungalow,344,143,1,2,4,2,2022,7809226.45,5.48,23427679.35,200.00%
Bagong Nayon,Single-Family Home,319,156,2,4,1,3,2019,6436942.17,2.73,19310826.51,200.00%
San Jose (Poblacion),Duplex,210,81,1,5,3,2,2014,5688559.88,5.47,17065679.64,200.00%
Calawis,Townhouse,332,231,2,4,4,0,2013,5302929.17,3.98,15908787.51,200.00%
Beverly Hills,Single-Family Home,167,241,3,3,2,0,2021,6477006.1,5.45,19431018.3,200.00%
San Jose (Poblacion),Bungalow,311,176,1,4,1,3,2017,4692074.9,2.7,14076224.7,200.00%
San Isidro (Poblacion),Duplex,217,214,1,5,4,2,2015,4865317.9,2.36,14595953.7,200.00%
Calawis,Townhouse,175,175,2,5,2,1,2018,8491340.88,4.78,25474022.64,200.00%
Dalig,Bungalow,379,183,1,2,3,0,2017,7906046.93,4.54,23718140.79,200.00%
San Juan,Bungalow,292,177,1,5,4,2,2020,2338415.38,2.17,7015246.14,200.00%
Santa Cruz,Bungalow,269,116,1,4,4,3,2014,3830123.11,5.67,11490369.33,200.00%
Bagong Nayon,Single-Family Home,381,143,2,5,4,1,2017,2015336.24,4.82,6046008.72,200.00%
San Juan,Duplex,265,111,2,5,2,2,2015,8071991.85,3.46,24215975.55,200.00%
Cupang,Townhouse,364,222,2,5,1,0,2013,7286717.07,5.68,21860151.21,200.00%
Bagong Nayon,Single-Family Home,363,266,2,5,4,3,2020,3544659.87,2.65,10633979.61,200.00%
San Jose (Poblacion),Townhouse,304,192,2,6,3,3,2014,3241391.06,2.48,9724173.18,200.00%
Dalig,Single-Family Home,356,225,2,4,3,0,2022,2350474.13,2.27,7051422.39,200.00%
Bagong Nayon,Bungalow,400,117,1,3,4,0,2017,7762159.13,2.72,23286477.39,200.00%
San Jose (Poblacion),Bungalow,324,262,1,3,4,2,2019,6589741.03,4.1,19769223.09,200.00%
Mayamot,Duplex,323,251,1,6,4,3,2013,6853694,5.11,20561082,200.00%
San Luis,Duplex,398,202,2,6,2,3,2021,9528648.68,3.31,28585946.04,200.00%
San Roque (Poblacion),Bungalow,280,110,1,4,3,2,2014,9437505.27,5.6,28312515.81,200.00%
San Roque (Poblacion),Duplex,214,128,1,3,3,3,2020,7263483.87,2.82,21790451.61,200.00%
Dela Paz (Poblacion),Duplex,291,227,2,6,2,0,2013,5747439.15,2.95,17242317.45,200.00%
San Juan,Townhouse,389,132,3,2,1,3,2016,7808184.65,3.96,23424553.95,200.00%
Mambugan,Duplex,227,166,2,2,2,0,2013,7970667.61,2.63,23912002.83,200.00%
San Roque (Poblacion),Bungalow,243,160,1,3,1,3,2015,8951906.33,3.69,26855718.99,200.00%
Mayamot,Townhouse,391,224,1,4,2,1,2015,5709841.51,5.37,17129524.53,200.00%
Dela Paz (Poblacion),Duplex,288,250,2,3,3,2,2013,6948945.94,2.03,20846837.82,200.00%
Mambugan,Duplex,258,197,3,6,3,2,2019,6487711.02,4.73,19463133.06,200.00%
San Isidro (Poblacion),Single-Family Home,331,182,3,6,4,3,2022,5448794.75,2.36,16346384.25,200.00%
Dela Paz (Poblacion),Bungalow,234,183,1,3,1,2,2016,6234918.51,2.44,18704755.53,200.00%
San Roque (Poblacion),Single-Family Home,260,85,2,2,3,2,2022,5071684.7,5.16,15215054.1,200.00%
Mayamot,Bungalow,302,140,1,5,1,1,2017,3714460.54,5.86,11143381.62,200.00%
Dalig,Single-Family Home,182,210,1,2,4,2,2021,3650955.98,5.31,10952867.94,200.00%
San Juan,Townhouse,393,239,3,2,3,0,2021,2235723.15,3.55,6707169.45,200.00%
San Jose (Poblacion),Townhouse,381,245,3,4,1,3,2018,7364203.58,2.53,22092610.74,200.00%
Muntindilaw,Duplex,237,175,1,6,1,2,2018,4399598.73,2.42,13198796.19,200.00%
San Juan,Duplex,151,170,1,6,4,3,2020,9863504.01,4.35,29590512.03,200.00%
San Jose (Poblacion),Duplex,337,277,3,6,1,2,2022,6927488.12,4.85,20782464.36,200.00%
Mambugan,Duplex,386,197,1,4,4,2,2013,4769900.51,2.91,14309701.53,200.00%
Dalig,Bungalow,335,252,1,5,2,3,2021,3666885.63,5.64,11000656.89,200.00%
Dela Paz (Poblacion),Single-Family Home,302,95,3,3,2,0,2020,9696981.82,3.39,29090945.46,200.00%
San Luis,Townhouse,217,117,1,3,1,1,2014,2111291.36,3.53,6333874.08,200.00%
Calawis,Bungalow,268,142,1,2,4,1,2015,7194108.48,2.88,21582325.44,200.00%
Muntindilaw,Single-Family Home,276,179,3,5,4,0,2018,2208710.05,4.8,6626130.15,200.00%
Cupang,Duplex,283,124,3,5,2,2,2018,8866931.81,3.91,26600795.43,200.00%
Calawis,Single-Family Home,260,192,2,3,3,1,2018,6886498.16,4.4,20659494.48,200.00%
Mayamot,Townhouse,283,272,3,2,4,0,2020,4711090.45,2.69,14133271.35,200.00%
Santa Cruz,Bungalow,239,268,1,2,1,2,2014,3233044.85,2.45,9699134.55,200.00%
Mayamot,Bungalow,369,142,1,4,1,3,2013,6893146.95,4.23,20679440.85,200.00%
Bagong Nayon,Single-Family Home,213,132,2,6,3,1,2020,7474834.53,2.28,22424503.59,200.00%
San Roque (Poblacion),Bungalow,290,160,1,6,4,2,2021,3348679.05,2.33,10046037.15,200.00%
Mayamot,Bungalow,262,166,1,6,1,3,2019,8803424.4,5.17,26410273.2,200.00%
Mambugan,Townhouse,358,119,1,6,1,1,2014,3394496.11,3.09,10183488.33,200.00%
Cupang,Duplex,359,174,1,3,4,1,2016,3966755.28,3.11,11900265.84,200.00%
San Jose (Poblacion),Townhouse,201,133,1,6,4,1,2019,3880325.45,4.31,11640976.35,200.00%
Dalig,Townhouse,331,258,1,4,2,3,2017,7384440.33,5.69,22153320.99,200.00%
Dela Paz (Poblacion),Townhouse,338,176,3,6,4,2,2017,3899247.12,2.38,11697741.36,200.00%
Dalig,Townhouse,218,172,1,5,1,2,2022,7052403.01,2.56,21157209.03,200.00%
Calawis,Bungalow,384,200,1,2,1,0,2022,5878040.54,5.86,17634121.62,200.00%
San Luis,Duplex,242,228,3,2,4,1,2021,6746183.08,5.36,20238549.24,200.00%
Calawis,Single-Family Home,175,90,3,4,1,2,2014,7334877.7,4.35,22004633.1,200.00%
San Luis,Bungalow,334,271,1,5,3,1,2019,2749356.14,3.99,8248068.42,200.00%
Cupang,Single-Family Home,358,86,3,2,3,2,2015,2761489.24,4.49,8284467.72,200.00%
Calawis,Townhouse,324,263,1,3,3,0,2020,8135446.36,3.8,24406339.08,200.00%
San Juan,Bungalow,187,261,1,2,3,1,2013,7824321.09,4.51,23472963.27,200.00%
San Roque (Poblacion),Duplex,359,102,2,2,4,0,2014,7917373.41,5.66,23752120.23,200.00%
San Jose (Poblacion),Townhouse,351,239,1,3,1,2,2022,8236463.69,5.63,24709391.07,200.00%
Inarawan,Single-Family Home,203,94,1,5,3,0,2020,7571391.33,5.4,22714173.99,200.00%
San Jose (Poblacion),Single-Family Home,204,242,3,5,2,2,2019,3067568.19,2.56,9202704.57,200.00%
Beverly Hills,Single-Family Home,190,173,1,4,3,3,2019,5027565.78,4.71,15082697.34,200.00%
San Jose (Poblacion),Bungalow,303,244,1,4,3,2,2013,8444275.4,2.43,25332826.2,200.00%
San Isidro (Poblacion),Duplex,256,180,3,5,1,2,2018,8847052.82,4.23,26541158.46,200.00%
Bagong Nayon,Single-Family Home,363,101,2,6,4,1,2017,9386717.57,3.18,28160152.71,200.00%
Bagong Nayon,Townhouse,329,193,2,4,2,0,2018,3910123.25,3.54,11730369.75,200.00%
San Jose (Poblacion),Single-Family Home,210,229,2,4,2,2,2016,9993129.39,4.63,29979388.17,200.00%
Calawis,Bungalow,205,124,1,5,2,3,2013,5406925.17,2.36,16220775.51,200.00%
Muntindilaw,Bungalow,359,238,1,5,4,1,2018,8106266.3,3.79,24318798.9,200.00%
Cupang,Townhouse,384,212,2,6,3,2,2017,8721414.59,5.79,26164243.77,200.00%
Muntindilaw,Duplex,163,258,2,2,3,0,2017,6229172.34,2.82,18687517.02,200.00%
San Isidro (Poblacion),Bungalow,247,248,1,6,3,1,2021,6505868.61,3.81,19517605.83,200.00%
San Juan,Bungalow,257,200,1,6,3,3,2017,7960540.66,2.63,23881621.98,200.00%
Inarawan,Townhouse,386,175,1,3,4,2,2022,3696670.27,4.59,11090010.81,200.00%
San Juan,Bungalow,378,135,1,6,1,0,2014,4320927.44,4.79,12962782.32,200.00%
San Luis,Bungalow,385,130,1,2,3,0,2013,5929831.66,5.01,17789494.98,200.00%
Bagong Nayon,Duplex,369,170,2,5,4,3,2020,9986758.47,3.72,29960275.41,200.00%
Mambugan,Single-Family Home,339,152,1,5,1,3,2022,7961118.8,4.63,23883356.4,200.00%
Mambugan,Townhouse,176,130,2,3,3,1,2016,8150749.68,5.64,24452249.04,200.00%
Mambugan,Duplex,151,145,2,5,1,3,2016,3470508.4,5.03,10411525.2,200.00%
Mayamot,Single-Family Home,168,112,3,3,3,0,2022,7812389.29,2.1,23437167.87,200.00%
San Luis,Duplex,307,260,2,4,2,1,2017,9168662.76,3.95,27505988.28,200.00%
San Luis,Single-Family Home,154,112,1,2,4,0,2014,3548869.94,3.09,10646609.82,200.00%
Cupang,Duplex,397,130,3,3,1,3,2017,9820628.25,2.08,29461884.75,200.00%
Santa Cruz,Duplex,374,178,1,5,2,3,2014,5807198.35,4.17,17421595.05,200.00%
Bagong Nayon,Single-Family Home,220,108,2,5,4,0,2015,9454187.11,3.81,28362561.33,200.00%
Beverly Hills,Duplex,326,218,2,3,3,2,2019,7624359.01,4.99,22873077.03,200.00%
Inarawan,Single-Family Home,191,162,1,4,3,1,2014,8955353.36,4.9,26866060.08,200.00%
Mayamot,Single-Family Home,277,266,3,4,1,1,2014,6853257.88,3.43,20559773.64,200.00%
San Luis,Duplex,255,193,1,4,3,1,2019,6785708.82,2.19,20357126.46,200.00%
San Juan,Townhouse,294,96,1,3,4,1,2016,8063304.65,4.86,24189913.95,200.00%
San Jose (Poblacion),Duplex,324,276,3,6,4,1,2016,8019530.65,3.11,24058591.95,200.00%
Mayamot,Bungalow,186,241,1,4,4,1,2022,7788798.08,2.95,23366394.24,200.00%
Mayamot,Duplex,221,228,3,6,4,3,2018,6506124.56,2.6,19518373.68,200.00%
Dalig,Single-Family Home,215,178,1,5,1,1,2020,2217615.3,3.74,6652845.9,200.00%
Mambugan,Townhouse,174,170,2,4,2,3,2021,5319193.91,3.25,15957581.73,200.00%
Cupang,Bungalow,235,249,1,2,3,3,2017,8975468.64,3.52,26926405.92,200.00%
Mambugan,Townhouse,305,229,1,6,4,3,2017,7013959.06,2.15,21041877.18,200.00%
Muntindilaw,Single-Family Home,350,218,3,6,3,1,2015,5579138.56,5.65,16737415.68,200.00%
Dela Paz (Poblacion),Single-Family Home,371,270,2,5,1,1,2020,3180975.46,2.99,9542926.38,200.00%
Muntindilaw,Townhouse,269,125,2,4,3,1,2013,8096280.34,3.98,24288841.02,200.00%
Mayamot,Townhouse,284,176,3,5,1,2,2019,2072311.7,4.01,6216935.1,200.00%
Dalig,Townhouse,333,177,3,3,3,2,2021,7001131.74,3.14,21003395.22,200.00%
Cupang,Bungalow,308,160,1,6,3,3,2020,5993890.84,3.62,17981672.52,200.00%
Mambugan,Bungalow,339,178,1,4,4,0,2016,9630145.35,4.61,28890436.05,200.00%
San Juan,Bungalow,369,83,1,4,4,2,2019,4553972.95,4.43,13661918.85,200.00%
Mambugan,Bungalow,237,163,1,5,1,0,2019,6257756.31,3.84,18773268.93,200.00%
Dela Paz (Poblacion),Single-Family Home,207,209,3,5,3,2,2020,7847099.31,3.93,23541297.93,200.00%
Dela Paz (Poblacion),Duplex,183,193,3,5,4,1,2014,8476630.86,2.7,25429892.58,200.00%
Cupang,Duplex,291,124,1,5,4,0,2015,8853976.4,3.25,26561929.2,200.00%
Cupang,Single-Family Home,395,276,2,5,3,3,2016,3060436.66,5.4,9181309.98,200.00%
Dalig,Townhouse,233,157,2,2,3,3,2018,3818876.79,2.55,11456630.37,200.00%
Beverly Hills,Bungalow,268,178,1,3,2,1,2021,8733107.7,2.2,26199323.1,200.00%
Dalig,Single-Family Home,243,191,3,2,2,2,2016,5287120.25,3.59,15861360.75,200.00%
Dalig,Duplex,354,234,2,3,3,0,2017,8311957.49,2.73,24935872.47,200.00%
San Luis,Bungalow,333,187,1,3,2,2,2021,6007924.08,4.98,18023772.24,200.00%
San Isidro (Poblacion),Single-Family Home,247,156,2,3,3,2,2021,5429829,5.24,16289487,200.00%
San Juan,Bungalow,181,280,1,5,3,1,2021,3969049,3.99,11907147,200.00%
San Jose (Poblacion),Bungalow,307,188,1,3,3,1,2015,6634686.12,4.96,19904058.36,200.00%
Mambugan,Duplex,264,223,2,5,3,2,2019,7299083.94,2.52,21897251.82,200.00%
Cupang,Single-Family Home,384,164,1,2,4,0,2015,3949326.25,5.32,11847978.75,200.00%
Dela Paz (Poblacion),Single-Family Home,342,107,3,5,4,1,2021,2281997.91,3.82,6845993.73,200.00%
San Juan,Duplex,198,203,1,2,4,0,2019,7837664.58,5.79,23512993.74,200.00%
San Isidro (Poblacion),Townhouse,334,204,3,5,3,0,2019,6069379.46,3.87,18208138.38,200.00%
Mayamot,Duplex,234,180,1,4,3,2,2014,6061793.51,3.17,18185380.53,200.00%
San Juan,Bungalow,398,202,1,2,4,1,2017,9757726.49,4.34,29273179.47,200.00%
Dela Paz (Poblacion),Duplex,257,134,3,4,4,2,2020,7245256.25,5.52,21735768.75,200.00%
Cupang,Single-Family Home,306,244,3,5,4,2,2020,8739200.3,2.36,26217600.9,200.00%
San Juan,Single-Family Home,230,100,2,3,2,2,2020,6967706.31,3.75,20903118.93,200.00%
Dela Paz (Poblacion),Single-Family Home,314,213,1,2,3,3,2021,4756897.81,2.82,14270693.43,200.00%
Muntindilaw,Duplex,270,165,3,3,3,0,2022,5977115.48,5.43,17931346.44,200.00%
Dalig,Townhouse,195,210,1,2,1,1,2020,7467302.8,4.31,22401908.4,200.00%
Dela Paz (Poblacion),Duplex,249,120,1,6,1,2,2014,2530833.42,3.35,7592500.26,200.00%
Calawis,Single-Family Home,292,253,1,2,1,0,2021,9092373.49,2.06,27277120.47,200.00%
San Isidro (Poblacion),Townhouse,328,81,2,4,1,1,2022,2446922.25,2.88,7340766.75,200.00%
Muntindilaw,Townhouse,366,214,2,5,2,0,2017,9212290.42,5.3,27636871.26,200.00%
Mayamot,Bungalow,211,217,1,4,1,2,2015,7636770.43,4.61,22910311.29,200.00%
Bagong Nayon,Townhouse,385,240,1,4,3,1,2014,8134268.31,2.03,24402804.93,200.00%
Beverly Hills,Townhouse,231,218,1,2,3,2,2016,4832706.91,4.03,14498120.73,200.00%
Bagong Nayon,Townhouse,346,216,2,4,3,0,2021,6310655.04,5.43,18931965.12,200.00%
Cupang,Townhouse,261,142,1,5,2,3,2014,5369370.25,3.53,16108110.75,200.00%
San Luis,Single-Family Home,349,135,1,2,1,1,2014,2278477.58,5.29,6835432.74,200.00%
San Juan,Bungalow,305,142,1,2,2,3,2019,2966241.08,3.11,8898723.24,200.00%
Muntindilaw,Townhouse,155,145,1,6,4,2,2016,5537764.42,5.53,16613293.26,200.00%
Dalig,Duplex,366,114,1,5,2,3,2016,4954690.92,2.8,14864072.76,200.00%
San Luis,Duplex,288,125,3,6,2,1,2018,8973088.39,4.44,26919265.17,200.00%
Beverly Hills,Duplex,399,156,3,3,4,3,2021,6062291.17,3.03,18186873.51,200.00%
San Juan,Townhouse,236,92,3,6,1,3,2018,3297764.83,4.31,9893294.49,200.00%
San Luis,Single-Family Home,364,168,2,4,3,0,2018,2313711.12,4.64,6941133.36,200.00%
Dela Paz (Poblacion),Duplex,384,211,3,2,2,0,2019,2462857.99,5.5,7388573.97,200.00%
San Isidro (Poblacion),Bungalow,351,192,1,4,2,1,2013,3165783.89,2.28,9497351.67,200.00%
Beverly Hills,Single-Family Home,272,271,2,2,4,3,2018,7979130.67,3.18,23937392.01,200.00%
Bagong Nayon,Townhouse,280,162,2,6,3,1,2017,9950274.44,2.02,29850823.32,200.00%
Muntindilaw,Townhouse,357,225,3,3,4,1,2020,2990496.73,2.87,8971490.19,200.00%
Mambugan,Single-Family Home,285,219,3,5,2,2,2013,7610817.1,5.62,22832451.3,200.00%
San Jose (Poblacion),Bungalow,392,205,1,4,4,0,2019,8685384.58,5.79,26056153.74,200.00%
Cupang,Single-Family Home,345,135,1,4,1,2,2014,3941636.32,3.35,11824908.96,200.00%
Mayamot,Bungalow,202,149,1,4,4,0,2021,3321598.3,4.33,9964794.9,200.00%
San Roque (Poblacion),Single-Family Home,378,221,3,6,1,3,2021,4135375.29,2.99,12406125.87,200.00%
San Roque (Poblacion),Bungalow,173,108,1,2,2,1,2013,8720899.74,4.36,26162699.22,200.00%
Beverly Hills,Single-Family Home,235,261,2,5,2,3,2013,3020390.08,3.52,9061170.24,200.00%
Muntindilaw,Single-Family Home,261,83,3,2,4,1,2015,6889774.11,5.47,20669322.33,200.00%
Mayamot,Townhouse,340,97,2,6,2,3,2017,6384168.85,2.09,19152506.55,200.00%
Calawis,Duplex,197,109,1,4,4,0,2018,5905471.14,3.38,17716413.42,200.00%
Calawis,Duplex,309,93,3,4,4,0,2020,6260213.77,4.77,18780641.31,200.00%
Calawis,Townhouse,171,185,3,3,4,3,2022,7711460.28,3.24,23134380.84,200.00%
San Jose (Poblacion),Single-Family Home,310,84,1,4,3,3,2019,3578327.19,2.73,10734981.57,200.00%
Cupang,Duplex,301,146,2,3,3,2,2019,2980283.9,2.79,8940851.7,200.00%
Mambugan,Bungalow,224,186,1,2,2,1,2019,5390908.96,2.53,16172726.88,200.00%
San Jose (Poblacion),Bungalow,163,270,1,4,4,2,2021,8418387.88,4.61,25255163.64,200.00%
San Juan,Townhouse,350,222,3,3,1,1,2021,4885382.31,2.36,14656146.93,200.00%
San Jose (Poblacion),Single-Family Home,277,179,3,3,4,1,2017,9599379.6,5.8,28798138.8,200.00%
San Juan,Single-Family Home,233,138,3,2,1,1,2019,2896309.54,5.2,8688928.62,200.00%
San Luis,Bungalow,190,175,1,5,3,2,2020,9268898.21,3.87,27806694.63,200.00%
San Isidro (Poblacion),Townhouse,264,234,2,4,1,1,2021,7500729.42,4.43,22502188.26,200.00%
San Luis,Duplex,399,164,2,6,2,3,2018,5664767.23,2.61,16994301.69,200.00%
Inarawan,Duplex,189,157,3,2,3,1,2015,6849326.59,5.44,20547979.77,200.00%
Bagong Nayon,Duplex,202,82,3,3,2,0,2020,9812481.79,5.57,29437445.37,200.00%
Beverly Hills,Bungalow,168,247,1,2,1,3,2013,4770363.65,4.92,14311090.95,200.00%
San Luis,Bungalow,318,131,1,6,2,1,2015,9117578.08,4.46,27352734.24,200.00%
San Roque (Poblacion),Townhouse,371,269,3,5,4,1,2013,9283465.25,4.57,27850395.75,200.00%
Muntindilaw,Single-Family Home,193,163,2,5,2,3,2018,3183666.44,5.17,9550999.32,200.00%
Dalig,Duplex,164,131,3,5,3,0,2019,3354568.13,4.13,10063704.39,200.00%
Mambugan,Townhouse,284,195,2,2,4,2,2018,8178214.37,4.91,24534643.11,200.00%
Bagong Nayon,Duplex,163,225,3,6,2,1,2019,3299081.62,3.37,9897244.86,200.00%
San Jose (Poblacion),Bungalow,362,171,1,4,3,0,2016,5830001.39,4.94,17490004.17,200.00%
Bagong Nayon,Bungalow,383,173,1,2,4,2,2020,6562951.33,5.27,19688853.99,200.00%
Beverly Hills,Bungalow,222,221,1,5,1,3,2016,5062169.39,4.56,15186508.17,200.00%
Cupang,Single-Family Home,299,199,1,4,1,2,2016,6789641.24,5.07,20368923.72,200.00%
San Isidro (Poblacion),Duplex,360,209,3,2,1,0,2014,3356014.38,3.82,10068043.14,200.00%
Inarawan,Single-Family Home,393,144,1,3,2,0,2015,8912314.19,5.55,26736942.57,200.00%
Cupang,Townhouse,387,233,1,3,3,1,2018,4940318.15,2.2,14820954.45,200.00%
Beverly Hills,Townhouse,390,243,2,3,1,0,2018,8681403.3,5.34,26044209.9,200.00%
San Luis,Townhouse,353,137,3,4,4,3,2020,4133566.11,5.15,12400698.33,200.00%
Dela Paz (Poblacion),Single-Family Home,296,221,1,6,4,3,2017,7672978.4,5.7,23018935.2,200.00%
Dalig,Bungalow,395,222,1,4,4,1,2019,2522237.25,2.07,7566711.75,200.00%
Mayamot,Single-Family Home,207,239,2,4,3,2,2016,3833135.97,2.18,11499407.91,200.00%
Dela Paz (Poblacion),Duplex,390,162,3,4,1,1,2016,6431417.53,2.18,19294252.59,200.00%
Dela Paz (Poblacion),Townhouse,222,132,2,3,3,3,2014,2613542.47,5.19,7840627.41,200.00%
Mayamot,Bungalow,269,142,1,5,3,1,2022,4196832.93,2.97,12590498.79,200.00%
Inarawan,Townhouse,151,249,1,3,2,1,2020,4557379.81,3.41,13672139.43,200.00%
San Jose (Poblacion),Duplex,302,134,1,2,1,2,2013,9870128.84,4.82,29610386.52,200.00%
San Jose (Poblacion),Bungalow,377,91,1,6,1,3,2013,2408705.52,3.74,7226116.56,200.00%
San Luis,Single-Family Home,240,108,1,4,1,1,2014,4387427.23,3.48,13162281.69,200.00%
San Isidro (Poblacion),Single-Family Home,219,195,3,6,2,1,2020,9653395.91,2.79,28960187.73,200.00%
Inarawan,Bungalow,258,157,1,4,3,3,2017,5082778.82,2.97,15248336.46,200.00%
Calawis,Single-Family Home,172,194,1,3,4,3,2018,2416025.23,2.84,7248075.69,200.00%
Santa Cruz,Single-Family Home,367,276,1,4,3,2,2020,4687825.17,2.33,14063475.51,200.00%
San Juan,Duplex,299,208,1,4,1,2,2022,7319566.4,3.66,21958699.2,200.00%
San Juan,Single-Family Home,241,210,1,2,4,1,2017,5081879.39,4.87,15245638.17,200.00%
Bagong Nayon,Duplex,292,180,2,5,1,1,2013,8199611.59,5.26,24598834.77,200.00%
San Luis,Townhouse,343,200,1,5,1,3,2017,5719448.37,2.4,17158345.11,200.00%
Mambugan,Bungalow,220,208,1,2,2,0,2015,8955343.28,2.5,26866029.84,200.00%
Bagong Nayon,Duplex,175,208,3,6,3,0,2021,4997762.39,5.18,14993287.17,200.00%
San Luis,Townhouse,249,142,2,6,3,2,2020,8066170.88,3.64,24198512.64,200.00%
Mayamot,Townhouse,214,258,2,6,4,2,2015,8178553.86,3.64,24535661.58,200.00%
Mambugan,Bungalow,274,101,1,6,1,2,2013,2376859.53,2.97,7130578.59,200.00%
Bagong Nayon,Townhouse,215,84,3,2,3,2,2016,9129674.47,2.87,27389023.41,200.00%
Inarawan,Duplex,306,250,1,2,1,0,2013,8398744.6,3.51,25196233.8,200.00%
Santa Cruz,Bungalow,227,229,1,4,4,3,2020,5974808.3,3.96,17924424.9,200.00%
Calawis,Townhouse,178,139,1,4,4,0,2016,8415797.01,2.47,25247391.03,200.00%
San Isidro (Poblacion),Single-Family Home,169,251,2,5,4,3,2018,4069554.06,2.43,12208662.18,200.00%
San Jose (Poblacion),Townhouse,374,132,2,3,3,3,2019,7095303.19,3.46,21285909.57,200.00%
Mambugan,Bungalow,303,139,1,3,1,1,2020,4390424.66,5.24,13171273.98,200.00%
Mayamot,Bungalow,387,209,1,2,2,0,2021,7294367.5,4.01,21883102.5,200.00%
Dalig,Bungalow,389,192,1,5,4,2,2017,3206869.4,2.69,9620608.2,200.00%
Muntindilaw,Bungalow,196,107,1,4,1,3,2016,9872853.85,2.59,29618561.55,200.00%
San Luis,Bungalow,288,272,1,3,4,1,2017,3716485.48,5.48,11149456.44,200.00%
Bagong Nayon,Bungalow,319,123,1,4,4,0,2017,5418107.52,4.28,16254322.56,200.00%
San Roque (Poblacion),Townhouse,370,134,1,6,3,2,2021,2182706.74,5.92,6548120.22,200.00%
San Juan,Duplex,245,214,1,2,3,3,2021,7658109.98,2.27,22974329.94,200.00%
Inarawan,Bungalow,357,241,1,6,2,2,2018,3031608.15,2.46,9094824.45,200.00%
Muntindilaw,Duplex,399,149,2,4,4,3,2019,3888268.12,4.41,11664804.36,200.00%
Mayamot,Bungalow,377,91,1,5,3,0,2022,9576171.89,3.77,28728515.67,200.00%
San Isidro (Poblacion),Bungalow,379,158,1,5,2,2,2018,2609145.08,2.39,7827435.24,200.00%
Mambugan,Duplex,217,216,2,3,3,1,2014,2510267.05,3.2,7530801.15,200.00%
Cupang,Duplex,367,137,1,4,4,2,2014,7254821.08,5.94,21764463.24,200.00%
Cupang,Bungalow,379,156,1,3,2,0,2014,2665134.32,2.55,7995402.96,200.00%
Dela Paz (Poblacion),Bungalow,337,268,1,2,2,2,2014,9252607.89,4.77,27757823.67,200.00%
San Isidro (Poblacion),Townhouse,153,232,2,2,4,2,2017,6842956.74,2.21,20528870.22,200.00%
Cupang,Duplex,153,122,1,3,4,1,2017,4419481.84,4.82,13258445.52,200.00%
San Luis,Bungalow,246,254,1,2,4,3,2013,8053533.58,5.3,24160600.74,200.00%
San Juan,Single-Family Home,248,191,3,2,4,3,2019,6294526.8,2.93,18883580.4,200.00%
San Jose (Poblacion),Single-Family Home,172,279,1,2,3,2,2016,4790899.4,4.93,14372698.2,200.00%
San Juan,Single-Family Home,322,204,2,2,1,1,2017,3996806.8,2.69,11990420.4,200.00%
Bagong Nayon,Single-Family Home,174,206,2,4,3,1,2018,3514506.5,2.78,10543519.5,200.00%
San Isidro (Poblacion),Townhouse,367,219,2,3,2,2,2018,6039811.54,4.93,18119434.62,200.00%
Mambugan,Bungalow,173,141,1,6,1,3,2020,4221050.38,5.87,12663151.14,200.00%
San Roque (Poblacion),Single-Family Home,339,105,2,6,2,0,2014,9391002.48,3,28173007.44,200.00%
Muntindilaw,Bungalow,250,154,1,6,1,3,2022,7065149.28,2.05,21195447.84,200.00%
Muntindilaw,Bungalow,338,226,1,6,4,3,2022,3040659.65,4.61,9121978.95,200.00%
San Isidro (Poblacion),Bungalow,206,169,1,5,3,1,2020,6817430.18,5.84,20452290.54,200.00%
Inarawan,Duplex,301,82,1,2,1,2,2019,3036550.92,5.33,9109652.76,200.00%
San Jose (Poblacion),Townhouse,161,238,1,2,3,3,2014,2734386.92,4.02,8203160.76,200.00%
Cupang,Bungalow,348,177,1,5,3,2,2013,9500669.85,2.35,28502009.55,200.00%
Inarawan,Bungalow,152,127,1,3,3,3,2020,6235074.87,3.76,18705224.61,200.00%
